comparison_type,model_source,layer,emotion_or_group,estimate_name,cosine,explained_fraction,ci_low,ci_high,p_value,q_value,max_stat_p_value,null_p95,reliability,pca_status,effective_rank,condition_number,gate_passed,confirmatory,notes,row_label
split_reliability,aligned,4,enthusiastic,reliability,,,,,,,,,0.2785144014376153,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,5,enthusiastic,reliability,,,,,,,,,0.28793349172074306,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,6,enthusiastic,reliability,,,,,,,,,0.36207618541919534,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,7,enthusiastic,reliability,,,,,,,,,0.42069645015312596,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,8,enthusiastic,reliability,,,,,,,,,0.44346685625180915,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,9,enthusiastic,reliability,,,,,,,,,0.5009319144150159,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,10,enthusiastic,reliability,,,,,,,,,0.5737809823142849,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,11,enthusiastic,reliability,,,,,,,,,0.5451565298146623,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,12,enthusiastic,reliability,,,,,,,,,0.5469450866993536,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,13,enthusiastic,reliability,,,,,,,,,0.5747700153413583,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,14,enthusiastic,reliability,,,,,,,,,0.5709256987458593,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,15,enthusiastic,reliability,,,,,,,,,0.6089886203176227,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,16,enthusiastic,reliability,,,,,,,,,0.6367548114086224,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,17,enthusiastic,reliability,,,,,,,,,0.6415400544656574,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,18,enthusiastic,reliability,,,,,,,,,0.6482193503268465,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,19,enthusiastic,reliability,,,,,,,,,0.6504704546194324,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,20,enthusiastic,reliability,,,,,,,,,0.6625709677147015,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,21,enthusiastic,reliability,,,,,,,,,0.6688865490188188,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,22,enthusiastic,reliability,,,,,,,,,0.6733883853333583,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,23,enthusiastic,reliability,,,,,,,,,0.6808841939631917,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,24,enthusiastic,reliability,,,,,,,,,0.6743051256444572,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,25,enthusiastic,reliability,,,,,,,,,0.6663087962300467,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,26,enthusiastic,reliability,,,,,,,,,0.6581126689297463,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,27,enthusiastic,reliability,,,,,,,,,0.659889739907966,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,28,enthusiastic,reliability,,,,,,,,,0.6339135011538017,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,29,enthusiastic,reliability,,,,,,,,,0.6225421021626011,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,30,enthusiastic,reliability,,,,,,,,,0.6387990207371573,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,31,enthusiastic,reliability,,,,,,,,,0.6700724995518874,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,32,enthusiastic,reliability,,,,,,,,,0.6602752820758654,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,33,enthusiastic,reliability,,,,,,,,,0.6572210108373763,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,34,enthusiastic,reliability,,,,,,,,,0.6586483765009019,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,35,enthusiastic,reliability,,,,,,,,,0.6513758384753745,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,36,enthusiastic,reliability,,,,,,,,,0.620595259994177,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,37,enthusiastic,reliability,,,,,,,,,0.6169310647986678,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,38,enthusiastic,reliability,,,,,,,,,0.6258435181859934,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,39,enthusiastic,reliability,,,,,,,,,0.622651137626361,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,40,enthusiastic,reliability,,,,,,,,,0.6417798527610099,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,41,enthusiastic,reliability,,,,,,,,,0.6502499526105113,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,42,enthusiastic,reliability,,,,,,,,,0.6470105864569281,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,43,enthusiastic,reliability,,,,,,,,,0.652236905403319,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,44,enthusiastic,reliability,,,,,,,,,0.6568742471452136,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,45,enthusiastic,reliability,,,,,,,,,0.6445734447957512,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,46,enthusiastic,reliability,,,,,,,,,0.6117819662601061,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,47,enthusiastic,reliability,,,,,,,,,0.6285613035461537,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: enthusiastic
split_reliability,aligned,0,excited,reliability,,,,,,,,,0.4406991103458089,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,1,excited,reliability,,,,,,,,,0.4620550858942005,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,2,excited,reliability,,,,,,,,,0.4946824542284639,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,3,excited,reliability,,,,,,,,,0.48713136221103737,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,4,excited,reliability,,,,,,,,,0.4663003694528959,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,5,excited,reliability,,,,,,,,,0.463442719052788,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,6,excited,reliability,,,,,,,,,0.4589919055372557,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,7,excited,reliability,,,,,,,,,0.47227418700507134,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,8,excited,reliability,,,,,,,,,0.4436627231074413,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,9,excited,reliability,,,,,,,,,0.4849151715945796,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,10,excited,reliability,,,,,,,,,0.46506259601504196,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,11,excited,reliability,,,,,,,,,0.46160024279122414,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,12,excited,reliability,,,,,,,,,0.4464325578667549,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,13,excited,reliability,,,,,,,,,0.4594068015461174,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,14,excited,reliability,,,,,,,,,0.46092301992083645,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,15,excited,reliability,,,,,,,,,0.49335332473991295,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,16,excited,reliability,,,,,,,,,0.5297407837998382,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,17,excited,reliability,,,,,,,,,0.5677266329801219,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,18,excited,reliability,,,,,,,,,0.5742778008157928,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,19,excited,reliability,,,,,,,,,0.586174784626179,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,20,excited,reliability,,,,,,,,,0.6083894136279151,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,21,excited,reliability,,,,,,,,,0.6164133237982253,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,22,excited,reliability,,,,,,,,,0.6211317155087244,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,23,excited,reliability,,,,,,,,,0.6302964849946485,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,24,excited,reliability,,,,,,,,,0.6133418527775879,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,25,excited,reliability,,,,,,,,,0.6211145843314012,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,26,excited,reliability,,,,,,,,,0.6180297788350357,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,27,excited,reliability,,,,,,,,,0.6458735732189164,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,28,excited,reliability,,,,,,,,,0.6517218829925211,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,29,excited,reliability,,,,,,,,,0.6586076679025155,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,30,excited,reliability,,,,,,,,,0.6726840718445367,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,31,excited,reliability,,,,,,,,,0.7005747427910488,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,32,excited,reliability,,,,,,,,,0.6975769315137018,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,33,excited,reliability,,,,,,,,,0.6903485991395837,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,34,excited,reliability,,,,,,,,,0.6711032745126883,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,35,excited,reliability,,,,,,,,,0.675431820545451,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,36,excited,reliability,,,,,,,,,0.6764749641748001,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,37,excited,reliability,,,,,,,,,0.6759461369295487,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,38,excited,reliability,,,,,,,,,0.678973194881458,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,39,excited,reliability,,,,,,,,,0.6754052927357741,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,40,excited,reliability,,,,,,,,,0.683127835255643,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,41,excited,reliability,,,,,,,,,0.6840950042418453,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,42,excited,reliability,,,,,,,,,0.6797337165220766,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,43,excited,reliability,,,,,,,,,0.6759539130663704,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,44,excited,reliability,,,,,,,,,0.6753801286904905,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,45,excited,reliability,,,,,,,,,0.677092007791807,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,46,excited,reliability,,,,,,,,,0.688380133148141,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,47,excited,reliability,,,,,,,,,0.7075358011975084,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: excited
split_reliability,aligned,0,furious,reliability,,,,,,,,,0.6883168431887372,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,1,furious,reliability,,,,,,,,,0.6910898680684132,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,2,furious,reliability,,,,,,,,,0.6986387646358324,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,3,furious,reliability,,,,,,,,,0.7049928096080249,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,4,furious,reliability,,,,,,,,,0.7083574716442629,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,5,furious,reliability,,,,,,,,,0.7089281493255857,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,6,furious,reliability,,,,,,,,,0.7282609163224072,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,7,furious,reliability,,,,,,,,,0.7561656112650479,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,8,furious,reliability,,,,,,,,,0.7621924407390502,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,9,furious,reliability,,,,,,,,,0.7762043034257046,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,10,furious,reliability,,,,,,,,,0.7958371046495132,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,11,furious,reliability,,,,,,,,,0.7812564604654779,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,12,furious,reliability,,,,,,,,,0.7754063161601534,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,13,furious,reliability,,,,,,,,,0.7919786298241315,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,14,furious,reliability,,,,,,,,,0.7850847565308006,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,15,furious,reliability,,,,,,,,,0.794913573879915,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,16,furious,reliability,,,,,,,,,0.7910451679412254,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,17,furious,reliability,,,,,,,,,0.7861749527787711,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,18,furious,reliability,,,,,,,,,0.7737577862253394,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,19,furious,reliability,,,,,,,,,0.7635751892584419,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,20,furious,reliability,,,,,,,,,0.7622016669249003,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,21,furious,reliability,,,,,,,,,0.7655960143809524,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,22,furious,reliability,,,,,,,,,0.7710408943187125,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,23,furious,reliability,,,,,,,,,0.7472742089590283,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,24,furious,reliability,,,,,,,,,0.7056277695187376,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,25,furious,reliability,,,,,,,,,0.705875720605307,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,26,furious,reliability,,,,,,,,,0.6930077030025262,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,27,furious,reliability,,,,,,,,,0.6916698302200709,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,28,furious,reliability,,,,,,,,,0.6860054649841196,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,29,furious,reliability,,,,,,,,,0.6692772439332241,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,30,furious,reliability,,,,,,,,,0.6786325940469115,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,31,furious,reliability,,,,,,,,,0.714542350651242,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,32,furious,reliability,,,,,,,,,0.7186865512427887,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,33,furious,reliability,,,,,,,,,0.7050618876478396,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,34,furious,reliability,,,,,,,,,0.7288530018810226,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,35,furious,reliability,,,,,,,,,0.7370349142666747,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,36,furious,reliability,,,,,,,,,0.7345456115180825,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,37,furious,reliability,,,,,,,,,0.7311949294320946,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,38,furious,reliability,,,,,,,,,0.7415964980679907,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,39,furious,reliability,,,,,,,,,0.7389331972317129,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,40,furious,reliability,,,,,,,,,0.7618346223768414,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,41,furious,reliability,,,,,,,,,0.7613698812681493,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,42,furious,reliability,,,,,,,,,0.7567515351905537,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,43,furious,reliability,,,,,,,,,0.7696642212895313,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,44,furious,reliability,,,,,,,,,0.7792094685780039,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,45,furious,reliability,,,,,,,,,0.7684086167922312,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,46,furious,reliability,,,,,,,,,0.7867689278326863,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,47,furious,reliability,,,,,,,,,0.8718165815865099,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: furious
split_reliability,aligned,0,gloomy,reliability,,,,,,,,,0.5088351067925881,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,1,gloomy,reliability,,,,,,,,,0.5513623529610578,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,2,gloomy,reliability,,,,,,,,,0.6071095351830431,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,3,gloomy,reliability,,,,,,,,,0.6292012309442923,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,4,gloomy,reliability,,,,,,,,,0.6239750261455418,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,5,gloomy,reliability,,,,,,,,,0.612818500028176,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,6,gloomy,reliability,,,,,,,,,0.6273863261685232,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,7,gloomy,reliability,,,,,,,,,0.6339059910934776,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,8,gloomy,reliability,,,,,,,,,0.6141311175968225,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,9,gloomy,reliability,,,,,,,,,0.6234936180354279,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,10,gloomy,reliability,,,,,,,,,0.620466122446553,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,11,gloomy,reliability,,,,,,,,,0.6170144746870592,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,12,gloomy,reliability,,,,,,,,,0.602271433292162,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,13,gloomy,reliability,,,,,,,,,0.6106635315001439,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,14,gloomy,reliability,,,,,,,,,0.6304449451982854,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,15,gloomy,reliability,,,,,,,,,0.6462256412947815,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,16,gloomy,reliability,,,,,,,,,0.6618697673602774,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,17,gloomy,reliability,,,,,,,,,0.659354460559958,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,18,gloomy,reliability,,,,,,,,,0.6671382360150825,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,19,gloomy,reliability,,,,,,,,,0.663521805845276,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,20,gloomy,reliability,,,,,,,,,0.6520397547477292,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,21,gloomy,reliability,,,,,,,,,0.6516483387613324,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,22,gloomy,reliability,,,,,,,,,0.6573549630640992,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,23,gloomy,reliability,,,,,,,,,0.6681919561511347,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,24,gloomy,reliability,,,,,,,,,0.6661348418188735,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,25,gloomy,reliability,,,,,,,,,0.6715448930040794,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,26,gloomy,reliability,,,,,,,,,0.6600505543107922,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,27,gloomy,reliability,,,,,,,,,0.657825167715781,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,28,gloomy,reliability,,,,,,,,,0.6515698854933211,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,29,gloomy,reliability,,,,,,,,,0.6281809305177508,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,30,gloomy,reliability,,,,,,,,,0.6409310884173723,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,31,gloomy,reliability,,,,,,,,,0.6769658824884484,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,32,gloomy,reliability,,,,,,,,,0.6782204916615379,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,33,gloomy,reliability,,,,,,,,,0.6824690344900407,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,34,gloomy,reliability,,,,,,,,,0.6764798892076402,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,35,gloomy,reliability,,,,,,,,,0.6820723172176492,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,36,gloomy,reliability,,,,,,,,,0.6815565829651216,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,37,gloomy,reliability,,,,,,,,,0.6940468203164013,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,38,gloomy,reliability,,,,,,,,,0.7072071410190307,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,39,gloomy,reliability,,,,,,,,,0.7124123545275581,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,40,gloomy,reliability,,,,,,,,,0.7215229967106893,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,41,gloomy,reliability,,,,,,,,,0.7251824183635552,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,42,gloomy,reliability,,,,,,,,,0.7305480566862964,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,43,gloomy,reliability,,,,,,,,,0.7299700732099732,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,44,gloomy,reliability,,,,,,,,,0.736790751731754,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,45,gloomy,reliability,,,,,,,,,0.7247971593006324,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,46,gloomy,reliability,,,,,,,,,0.7143463230221156,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,47,gloomy,reliability,,,,,,,,,0.7566297153010253,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: gloomy
split_reliability,aligned,0,joyful,reliability,,,,,,,,,0.6368988152136852,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: joyful
split_reliability,aligned,1,joyful,reliability,,,,,,,,,0.6323858194377033,raw,,,True,True,topic split A (0-9) versus split B (10-19),aligned: joyful
